,date,country,city,killed,injured,description,year
241,2002-06-06,Afghanistan,Kabul,2,0,The country's Deputy President and his driver are assassinated by the Taliban.,2002
242,2002-06-06,Nigeria,Katsina,1,0,A Muslim mob clubs a Christian police officer to death after a cleric makes false charges that he trampled a Qur'an.,2002
243,2002-06-08,India,Sultan Pathri,3,0,Three security forces are killed in a Mujahideen ambush.,2002
244,2002-06-08,India,Mahore,4,0,Four village guards are captured and killed by Muslim terrorists posing as policemen.,2002
245,2002-06-09,Indonesia,Kayamanya,1,0,An older Christian man is beheaded by a Muslim.,2002
246,2002-06-09,India,Berneli,4,0,"In a brutal slaying, Islamic terrorists abduct four brothers from a wedding party, then execute them.",2002
247,2002-06-09,India,Poonch,1,0,Jihadis kill a woman and set fire to three homes.,2002
248,2002-06-09,Pakistan,Mashkey,2,0,A BNP party leader is assassinated along with an associate.,2002
249,2002-06-10,Afghanistan,Kabul,1,0,A government official is stabbed to death by a crowd of Muslims.,2002
250,2002-06-10,India,Gambhir Mugalan,1,0,"Militant Muslims abduct a girl on the day of her wedding, then cut off her head.",2002
251,2002-06-10,India,Kashmir,3,0,"The Mujahideen kill three civilians in separate attacks, including a school teacher.",2002
252,2002-06-11,Pakistan,Lahore,1,0,A man is murdered in prison by a member of the Anjaman-e-Sipahe Sahaba extremist group after being sentenced for blasphemy.,2002
253,2002-06-11,India,Surankote,2,0,"Two civilians are abducted, tortured and killed by militant Muslims.",2002
254,2002-06-11,Algeria,al-Medya,12,9,Armed Islamists open fire on a train.  One dozen passengers are murdered and several more are injured.,2002
255,2002-06-13,India,Dharam Chowki,2,0,Muslim terrorists force entry into two houses and behead two civilians.,2002
256,2002-06-14,Pakistan,Karachi,10,51,"Ten persons, including five women, killed and fifty-one others injured in a car-bomb blast outside the US Consulate.",2002
257,2002-06-15,Pakistan,Faisalabad,0,1,A 16-year-old Christian girl is doused with acid for refusing to convert to Islam.,2002
258,2002-06-15,India,Bindra,3,1,"Lashkar-e-Toiba terrorists lob a grenade at a group of Hindus returning from a pilgrimage, killing three children and injuring an adult.",2002
259,2002-06-16,India,Balmakote,5,3,Five villagers are killed by Jihadis in an overnight attack.,2002
260,2002-06-17,Pakistan,Multan,3,0,Radical Sunnis open fire on Shia worshippers as they are leaving a mosque.  Three people are killed.,2002
261,2002-06-18,Israel,Jerusalem,19,50,"Several children on their way to school are among the nineteen dead and fifty injured by Fedayeen (""holy warrior"") suicide attack on a bus.",2002
262,2002-06-18,India,Branwar,2,0,"The Mujahideen barge into the home of a civilian and kill him, along with his wife.",2002
263,2002-06-19,India,Khanyar,1,0,A political activist is killed by al Umar Mujahideen.,2002
264,2002-06-19,Israel,Jerusalem,7,35,"One day after killing nineteen Jews, a second Muslim blows up a bus-stop killing seven more. Thirty-five are injured.",2002
265,2002-06-20,Israel,Itamar,4,4,Mother and three young sons killed in their home by Muslim invader.,2002
266,2002-06-21,India,Kashmir,2,0,Two civilians are abducted and murdered by the Mujahideen (Zallah Charote & Bandipora).,2002
267,2002-06-26,India,Chak Rishipora,2,0,A man and his wife are shot to death in their home by Muslim terrorists.,2002
268,2002-06-27,Pakistan,Multan,1,0,A Shia activist is shot to death in a sectarian attack.,2002
269,2002-06-27,India,Lal Chowk,1,37,"A woman is killed, and thirty-seven others injured when a militant Muslim hurls a grenade into the street.",2002
270,2002-06-27,India,Gurwatan Bahak,5,0,Five members of a family of shepherds are massacred by the Mujahideen.,2002
271,2002-06-27,Pakistan,Kachi Abadi,1,2,15-year old Christian tortured to death by police for blasphemy. In the same country a 17-year old Christian girl was blinded from having acid thrown in her face and another girl was raped (occurring on different days).,2002
272,2002-06-27,Algeria,Bou Ismail,2,0,Two Islamic terrorists shot dead a bus driver and one passenger.,2002
273,2002-06-28,Algeria,Algiers,13,0,"Islamic radicals riddle a bus with machine guns. Thirteen people are killed, an unknown number are wounded.",2002
274,2002-06-28,India,Kakran-Kulgam,1,0,A policeman is abducted and murdered by the Mujahideen.,2002
275,2002-06-29,India,Basuni,3,0,Three migrant workers are kidnapped and killed by Islamic terrorists.,2002
276,2002-06-30,India,Gadyari,1,0,"The Mujahideen attack a wedding, killing a civilian.",2002
277,2002-07-01,India,Kashmir,3,0,The Mujahideen murder three civilians in separate attacks.,2002
278,2002-07-02,India,Singhpura Chatru,1,0,A man is abducted from his home and killed by Muslim terrorists.,2002
279,2002-07-03,Indonesia,Landangan,1,0,Muslim gunmen murder a Christian man.,2002
280,2002-07-03,Pakistan,Kohat,2,2,Two Pakistani security forces are killed when al-Qaeda militants stage an attack on a bridge.,2002
281,2002-07-04,USA,Los Angeles,2,0,Muslim gunman kills two people waiting at the El Al counter in the LAX airport.,2002
282,2002-07-04,India,Kashmir,2,0,Two civilians are killed in their homes by the Mujahideen (Bandipora & Shah Mohallah).,2002
283,2002-07-05,India,Khansaheb,0,16,"Muslim militant lobs a hand grenade at a group of Hindus, injuring sixteen, including four women.",2002
284,2002-07-05,India,Gandoh,3,1,A village herdsman is among three people killed by Islamic militants in separate attacks.,2002
285,2002-07-05,Algeria,al-Arbaa,49,17,Bomb explosion results in the largest number of killings by Islamic fundamentalists since the beginning of the year.,2002
286,2002-07-07,Indonesia,Wayura,1,0,A Christian fisherman is shot in the head by suspected Islamists.,2002
287,2002-07-07,Algeria,Algiers,6,0,Six persons including four children were stabbed to death by Islamic extremists while grazing sheep.,2002
288,2002-07-07,Philippines,Unknown,2,1,Kidnapped American missionary and Philippine nurse are killed during rescue attempt.,2002
289,2002-07-07,India,Handwara,1,0,A boy is shot and killed by Muslim terrorists.,2002
290,2002-07-07,India,Kasblari,1,0,The Mujahideen intrude into a residence and behead and elderly man who refuses to give up the location of his son and grandson.,2002
291,2002-07-10,India,Surankote,1,0,"The body of a civilian, kidnapped and beheaded by the Mujahideen, is recovered.",2002
292,2002-07-11,India,Warpora,1,0,A man is killed by the same Muslim terrorists who killed his brother two years earlier.,2002
293,2002-07-11,India,Ghat Palhalan,2,1,"Islamists attack a marriage party, killing two civilians and injuring another.",2002
294,2002-07-12,Indonesia,Kawua,1,4,Islamic bombers nearly crash a bus carrying Christians.  Only one passenger is killed by the explosion.,2002
295,2002-07-13,India,Jammu,28,30,"Lashkar-e-Toiba terrorists staged an attack on a Hindu shantytown, killing twenty-eight and injuring more than thirty with grenades and firearms.",2002
296,2002-07-13,Pakistan,Mansehra,0,12,"Twelve persons, including seven Germans, injured in a terrorist attack at an Archaeological site.",2002
297,2002-07-13,Algeria,Algiers,10,0,Victims in two separate attacks by fundamentalists include four women and two children from one family.,2002
298,2002-07-13,India,Khrew,1,0,Hizb-ul-Mujahideen cadres gun down a civilian in his home.,2002
299,2002-07-14,India,Rajdhani,1,0,A woman is murdered in her home by Muslim terrorists.,2002
300,2002-07-15,India,Sambora,1,0,A man is gunned down by the Mujahideen while traveling down a road.,2002
301,2002-07-16,India,Sarna,1,0,Islamic militants kill a village headsmen in his home.,2002
302,2002-07-16,Algeria,Wilad Alal,7,0,"Seven family members slaughtered by Islamic fundamentalists, including a father, mother and three children ages 4, 12, and 14.",2002
303,2002-07-17,Israel,Tel Aviv,3,40,Dual Palestinian suicide attack on an Israeli convenience store leaves at least three dead and more than forty injured.,2002
304,2002-07-17,Israel,Emmanuel,7,26,Palestinian attack on a bus kills at least seven and injures twenty-six.,2002
305,2002-07-17,India,Bonkoot,3,3,Three security forces are killed in a Fedayeen ambush.,2002
306,2002-07-17,India,Kashmir,3,0,"Three people, including a 16-year-old boy, are killed by Muslims in separate terror attacks.",2002
307,2002-07-17,India,Aishmuqam,3,9,"Hizb-ul-Mujahideen kill three people and injure nine, including three women, with a mine blast.",2002
308,2002-07-19,Indonesia,Poso,2,0,Two Hindus make easy marks for Muslim snipers.,2002
309,2002-07-20,India,Hill Tak,3,0,"Three people are abducted by Muslims, tortured and then beheaded.",2002
310,2002-07-21,India,Wali-Dok,1,0,A man abducted from his home is killed in captivity two days later.,2002
311,2002-07-22,Indonesia,Mayoa,0,3,Three Christian farmers survive a brutal shooting attack by Jihad warriors.,2002
312,2002-07-23,India,Rajouri,1,27,"A young girl is killed, and twenty-seven others injured when a militant Muslim throws a grenade into a city street.",2002
313,2002-07-23,India,Halla,3,0,Three brothers are killed by militant Muslims while gathering firewood.,2002
314,2002-07-24,India,Chanser,2,0,Two border guards are cut down by the Mujahideen.,2002
315,2002-07-24,India,Anantnag,0,20,Twenty persons at a crowded bus stand sustain injuries from an Islamist grenade attack.,2002
316,2002-07-25,India,Batmaloo,1,23,"A civilian is killed at a bus stand, and two dozen others injured, when a militant Muslim tosses a hand grenade.",2002
317,2002-07-26,Israel,Hebron,4,3,"Four people, including a mother, father and son, were killed by gunmen while riding in two cars.",2002
318,2002-07-26,India,Budgam,3,0,Three political activists are kidnapped and killed by the Mujahideen.,2002
319,2002-07-27,India,Badgam,4,3,Four civilians are killed when Muslims set off a grenade blast at a market.,2002
320,2002-07-28,India,Surankote,1,0,A man is abducted and brutally tortured to death by Islamic militants.,2002
321,2002-07-28,India,Thanna Mandi,1,1,Lashkar-e-Toiba terrorists kill a civilian in his home in an attack that also injures his mother.,2002
322,2002-07-29,India,Rajpura,0,15,Women and children are among fifteen civilians injured in a grenade attack on a city street.,2002
323,2002-07-29,India,Mangota,1,4,Five civilians are abducted and tortured by the Mujahideen.  At least one succumbs to death.,2002
324,2002-07-30,India,Kashmir,3,0,"Three civilians are killed in separate Mujahideen attacks, including a boy who is abducted and murdered.",2002
325,2002-07-30,India,Anantnag,2,5,"Muslim terrorist attacks a car carrying Hindu pilgrims with a grenade, killing two family members.",2002
326,2002-07-30,Israel,Jerusalem,0,7,Fedayeen suicide bomber injures seven civilians.,2002
327,2002-07-31,Israel,Jerusalem,9,90,"Nine students, including five Americans, are killed in a bombing at a Hebrew University cafeteria. More than 90 others were injured.",2002
328,2002-07-31,India,Shahdara Sharief,1,0,A youth is murdered by the Lashkar-e-Toiba.,2002
329,2002-07-31,India,Tral,3,2,Jaish-e-Mohammed terrorists stage a political assassination that leaves three people dead.,2002
330,2002-08-01,India,Raika,2,1,A Lashkar-e-Toiba terrorist kills two police officers in an ambush.,2002
331,2002-08-02,India,Ichhgooza,1,0,A civilian is murdered in his home by the Mujahideen.,2002
332,2002-08-03,Israel,Jerusalem,1,2,Palestinian gunman kills telephone truck driver and wounds two other passengers.,2002
333,2002-08-03,India,Kashmir,2,0,Two civilians killed in separate attacks (Koochipora & Srinagar).,2002
334,2002-08-04,Indonesia,Matako,0,8,"A Muslim mob screaming praises to Allah sweeps through a Christian village, burning homes and churches, and shooting residents.",2002
335,2002-08-04,India,Morha Badana,1,0,"Hizbul Mujahideen kidnap a man, behead him, and then hang his headless body from a bridge.",2002
336,2002-08-04,Israel,Meron Junction,8,50,Suicide bomber kills eight and injures over fifty in an attack on a bus.,2002
337,2002-08-05,Pakistan,"Jhika Gali, Murree",6,4,Six persons killed and four others injured in terrorist attack on Christian missionary school.,2002
338,2002-08-06,India,Nar,2,0,A man and his wife are killed in their home by the Mujahideen.,2002
339,2002-08-06,India,Handwara,9,3,Fedayeen attack on a security camp is one of two attacks that leave nine Indians dead.,2002
340,2002-08-06,India,Rajouri,0,12,Twelve civilians are injured in a militant grenade attack near a hospital.,2002
341,2002-08-06,India,Pahalgam,9,32,Nine Hindu pilgrims are massacred in a senseless attack by Fedayeen.  Approximately thirty others sustain various injuries.,2002
342,2002-08-07,Indonesia,Tentena,1,4,An Italian tourist is killed by Jihad terrorists. Four others are injured.,2002
343,2002-08-07,India,Surankote,3,0,"Three people, including one woman, are killed in two separate attacks on residences.",2002
344,2002-08-08,India,Bijbehara,0,15,A grenade tossed by an Islamist on a city street injures fifteen civilians.,2002
345,2002-08-08,India,Patrara,4,0,"Two women and two children, all family members, are slaughtered in a barbaric attack by militant Muslims.",2002
346,2002-08-08,Algeria,Algiers,6,1,Five persons are killed by a machine-gun fired from an open car in a drive-by. Islamists also assassinated a man in Tazrout.,2002
347,2002-08-09,Pakistan,Taxila,3,24,"Three women and a terrorist are killed, and 24 others injured as terrorists attack John C. Heinrich Memorial chapel in the Mission Hospital.",2002
348,2002-08-09,Indonesia,Malei,2,0,Jihad warriors attack two Christian villages and kill two people.,2002
349,2002-08-10,Philippines,Unknown,2,4,Abu Sayyaf kidnap six missionaries. Two are subsequently beheaded.,2002
350,2002-08-11,Indonesia,Kayamanya,5,0,"A Muslim mob attacks a bus and one other vehicle, killing five Christians, including one who was burned.",2002
351,2002-08-11,India,Sarawa,3,0,Three civilians are senselessly murdered by the Mujahideen.,2002
352,2002-08-13,India,Kulgam,1,21,"A militant Muslim lobs a grenade into a bus station, killing one civilian and injuring twenty-one others.",2002
